Channel,SFD,AttEn,SVDEn,Hjorth,Participant,Condition,Dataset
F5,1.6435882337150107,2.6167093934445793,2.2976137744310985,2.0325071188850545,sub-010017,Eyes-Closed,Lemon
F1,1.638205510173596,2.6715860621231737,2.2950777635970683,2.0512058786840277,sub-010017,Eyes-Closed,Lemon
F2,1.6386324819018783,2.6690107428633523,2.289568890602826,2.1197917045913215,sub-010017,Eyes-Closed,Lemon
F6,1.6509899286451035,2.5832779868370843,2.2945974029556337,2.055044184733027,sub-010017,Eyes-Closed,Lemon
FT7,1.640738040328434,2.6561537092933856,2.2994903551970745,2.047760267048931,sub-010017,Eyes-Closed,Lemon
FC3,1.639929647786324,2.747418658028268,2.2925493797493366,1.719769947822078,sub-010017,Eyes-Closed,Lemon
FC4,1.647134970762555,2.7258582275444496,2.2952160521897174,1.7973088324428712,sub-010017,Eyes-Closed,Lemon
FT8,1.6425520147678685,2.652063019442566,2.2937338127066877,2.1155861232276827,sub-010017,Eyes-Closed,Lemon
C5,1.6487283466419504,2.6702707920039925,2.303847645032174,1.7833857384075738,sub-010017,Eyes-Closed,Lemon
C1,1.6416810951462453,2.7767290707731567,2.291227330107796,1.7487166159582783,sub-010017,Eyes-Closed,Lemon
C2,1.6199360672448253,2.768050588953649,2.302423342571249,1.824070859247811,sub-010017,Eyes-Closed,Lemon
C6,1.6405377687379148,2.714835768968327,2.3023664034093922,1.7868297447426094,sub-010017,Eyes-Closed,Lemon
TP7,1.646693612198673,2.623231143089485,2.307432624136522,2.022900728775073,sub-010017,Eyes-Closed,Lemon
CP3,1.6355206765857342,2.7069380284176523,2.301608444769193,1.745965010271977,sub-010017,Eyes-Closed,Lemon
CPz,1.6265723151594536,2.7262189538436306,2.297041947119133,2.0167034180953216,sub-010017,Eyes-Closed,Lemon
CP4,1.6316924381510916,2.730090603337591,2.301783975770823,1.6893289935384437,sub-010017,Eyes-Closed,Lemon
TP8,1.6311532062036072,2.6756586782385687,2.304067384884642,2.0091316174132174,sub-010017,Eyes-Closed,Lemon
P5,1.6300579580437646,2.7995597271498682,2.30453869609513,1.7367773350035887,sub-010017,Eyes-Closed,Lemon
P1,1.6300458667438138,2.756890846263433,2.2981475581949544,1.9492949258705297,sub-010017,Eyes-Closed,Lemon
P2,1.637983688447937,2.758567746537822,2.297753613735222,1.930425979763463,sub-010017,Eyes-Closed,Lemon
P6,1.6292186235951118,2.78504203849163,2.307184837285675,1.7583951054671463,sub-010017,Eyes-Closed,Lemon
PO7,1.6248330450680912,2.856299938803082,2.2981442133639582,1.5899393641951183,sub-010017,Eyes-Closed,Lemon
PO3,1.6189093941917836,2.8562087250270034,2.297366698996822,1.6716716615730052,sub-010017,Eyes-Closed,Lemon
POz,1.6302345993589453,2.818597053749543,2.295946013039646,1.8221675013585859,sub-010017,Eyes-Closed,Lemon
PO4,1.634181930451449,2.8590684125516477,2.2962873033739557,1.7299627811387053,sub-010017,Eyes-Closed,Lemon
PO8,1.6300415715692709,2.841976574493386,2.300309927022764,1.6879320845612673,sub-010017,Eyes-Closed,Lemon
Fp1,1.6365384893256483,2.585798148245904,2.2755254137734546,2.2650977699225026,sub-010017,Eyes-Open,Lemon
Fp2,1.632066889142993,2.57742355568894,2.2783159932935613,2.2433140332102957,sub-010017,Eyes-Open,Lemon
F7,1.6222890501556955,2.48772717269006,2.263015989722407,2.4334788500117237,sub-010017,Eyes-Open,Lemon
F3,1.6372616311005053,2.549136353561816,2.2814048340252997,2.203173602653043,sub-010017,Eyes-Open,Lemon
Fz,1.6320253918341954,2.5916824236215352,2.270840797086877,2.267393772657889,sub-010017,Eyes-Open,Lemon
F4,1.63562298575201,2.525585009470402,2.2816252649397675,2.1868519146474514,sub-010017,Eyes-Open,Lemon
F8,1.6390297002777734,2.5053846507822364,2.273623904134711,2.303728516635043,sub-010017,Eyes-Open,Lemon
FC5,1.6283604984519804,2.599411866084148,2.2984865317340946,2.0767612747457984,sub-010017,Eyes-Open,Lemon
FC1,1.6424384784188732,2.650564713086935,2.2980374190505666,1.9992824364754729,sub-010017,Eyes-Open,Lemon
FC2,1.6359271620267168,2.5922323361089785,2.2867398310134446,2.1281760272094483,sub-010017,Eyes-Open,Lemon
FC6,1.6399642710528681,2.6153487122041,2.2985641452447054,2.0659714399256197,sub-010017,Eyes-Open,Lemon
T7,1.6351387495678735,2.569441632773813,2.292035624719688,2.167283462455162,sub-010017,Eyes-Open,Lemon
C3,1.642043456521523,2.724377212998539,2.2734956636052925,1.6153869990859564,sub-010017,Eyes-Open,Lemon
Cz,1.641562611953447,2.573332592306734,2.2785669585599706,2.1961451917257735,sub-010017,Eyes-Open,Lemon
C4,1.6428104250832354,2.721580568688479,2.278954092777558,1.6720609946615865,sub-010017,Eyes-Open,Lemon
T8,1.6391691423762929,2.611029590566727,2.296660513755277,2.1240638655164603,sub-010017,Eyes-Open,Lemon
CP5,1.6443537369918686,2.6157138841451832,2.3147809499813192,1.8143222900532787,sub-010017,Eyes-Open,Lemon
CP1,1.6316722263858794,2.640439270706317,2.271265250392439,2.247836730696066,sub-010017,Eyes-Open,Lemon
CP2,1.6354981658674563,2.6524115672162174,2.2927441784472524,2.0819308756312687,sub-010017,Eyes-Open,Lemon
CP6,1.6347129709295642,2.6555697145617185,2.313082998124695,1.814910669417445,sub-010017,Eyes-Open,Lemon
AFz,1.6304224046052012,2.591399477125943,2.274113413065892,2.2572451785897223,sub-010017,Eyes-Open,Lemon
P7,1.636613742551171,2.613312136682624,2.2961741096899875,2.0922889756299785,sub-010017,Eyes-Open,Lemon
P3,1.6352910219463785,2.64860278294994,2.3033326688090137,1.9780211986336917,sub-010017,Eyes-Open,Lemon
Pz,1.626380088055684,2.66657528802207,2.2763822411025862,2.215447529158908,sub-010017,Eyes-Open,Lemon
P4,1.643726595456046,2.6561524702573305,2.2991325407508594,2.0228289935982446,sub-010017,Eyes-Open,Lemon
P8,1.614450540654472,2.6229682578793847,2.2842260536624868,2.2222653073934633,sub-010017,Eyes-Open,Lemon
PO9,1.5962762904751564,2.5000275677277,2.2735619595581813,2.3217193525912174,sub-010017,Eyes-Open,Lemon
O1,1.6289112785617412,2.677089545075009,2.285743053012925,2.156222867143172,sub-010017,Eyes-Open,Lemon
Oz,1.6334798090465168,2.677288222376507,2.2742485271503385,2.261324709780139,sub-010017,Eyes-Open,Lemon
O2,1.6300326769063487,2.6798084873823016,2.2876340649445144,2.1606394416986787,sub-010017,Eyes-Open,Lemon
PO10,1.6282007548147401,2.3053751034389967,2.2755509395198676,2.354840309641911,sub-010017,Eyes-Open,Lemon
AF7,1.6482806307732654,2.5606163996507716,2.2763055198082554,2.2668309895012437,sub-010017,Eyes-Open,Lemon
AF3,1.635640895265887,2.5816111926525322,2.27804015440993,2.2255319592261924,sub-010017,Eyes-Open,Lemon
AF4,1.6299583871064751,2.569599047904929,2.2776962667910254,2.2256060655167262,sub-010017,Eyes-Open,Lemon
AF8,1.6469149033854644,2.4838769517973383,2.2772875144478526,2.2653618263843183,sub-010017,Eyes-Open,Lemon
F5,1.640480533240453,2.5276505709097394,2.283203360171486,2.2005247101777643,sub-010017,Eyes-Open,Lemon
F1,1.6357855566634254,2.5812249058998122,2.275584405977791,2.2362243822210783,sub-010017,Eyes-Open,Lemon
F2,1.630627780475248,2.575821184191931,2.2735054880153656,2.2431027428424044,sub-010017,Eyes-Open,Lemon
F6,1.6473714629554341,2.4887898404399587,2.285509198693573,2.1670851146884624,sub-010017,Eyes-Open,Lemon
FT7,1.6352423005631649,2.5576663495927123,2.291887939490391,2.165175100331541,sub-010017,Eyes-Open,Lemon
FC3,1.642441649367015,2.666689066211825,2.3009472053077005,1.811756841419763,sub-010017,Eyes-Open,Lemon
FC4,1.6482816281568002,2.6571919599550355,2.3034527945924905,1.867780833883416,sub-010017,Eyes-Open,Lemon
FT8,1.6421479887664816,2.610909084390345,2.2886624261250894,2.1905142330802994,sub-010017,Eyes-Open,Lemon
C5,1.6406869524027714,2.648003459158672,2.3087940935010822,1.8299605465803321,sub-010017,Eyes-Open,Lemon
C1,1.6381956399261286,2.706499636291551,2.297129829637019,1.8588256694184777,sub-010017,Eyes-Open,Lemon
C2,1.6316952657313148,2.640134976158064,2.298832944457618,2.0173124067656545,sub-010017,Eyes-Open,Lemon
C6,1.6414939090868552,2.6533050291150793,2.3083712610630123,1.8569753309479382,sub-010017,Eyes-Open,Lemon
TP7,1.6376295763430755,2.565304893458641,2.2949712390157178,2.1104562012034744,sub-010017,Eyes-Open,Lemon
CP3,1.6433049749747102,2.680645754002721,2.3063309379434314,1.7643794893574978,sub-010017,Eyes-Open,Lemon
CPz,1.630538838032459,2.6080759086390652,2.2717893099561457,2.2712356324448213,sub-010017,Eyes-Open,Lemon
CP4,1.6392062357324289,2.6660211222298407,2.3054090971223653,1.818561039190251,sub-010017,Eyes-Open,Lemon
TP8,1.6317129018173864,2.600999115284336,2.2950355066928534,2.1524503298544486,sub-010017,Eyes-Open,Lemon
P5,1.6395196273369361,2.6385461234089176,2.3066771288998593,1.9616197608580885,sub-010017,Eyes-Open,Lemon
P1,1.636907694193337,2.652307795170809,2.282958173389785,2.1704005994034277,sub-010017,Eyes-Open,Lemon
P2,1.6312632078878082,2.66227607162633,2.2833725042334696,2.157762526421658,sub-010017,Eyes-Open,Lemon
P6,1.631653369058514,2.6552111027834187,2.300429632118801,2.0349614462217116,sub-010017,Eyes-Open,Lemon
PO7,1.6214445245615574,2.6685756856161706,2.3017850031801466,2.0070232184933845,sub-010017,Eyes-Open,Lemon
PO3,1.6206902839283175,2.6651046284142743,2.2946915011760325,2.059964208939677,sub-010017,Eyes-Open,Lemon
POz,1.6265096789377473,2.6900218552693413,2.284044337947091,2.1461588303955237,sub-010017,Eyes-Open,Lemon
PO4,1.6362715693225505,2.6940437666427757,2.2912301687968526,2.076564226981897,sub-010017,Eyes-Open,Lemon
PO8,1.6160048850100193,2.6363877321852023,2.290915638928535,2.166220068887282,sub-010017,Eyes-Open,Lemon
Fp1,1.658533568657813,2.206530183014963,2.3170094947847826,1.6730385171704978,sub-010019,Eyes-Closed,Lemon
Fp2,1.628608098732692,2.5871772599962375,2.304586509985669,1.9084417125823145,sub-010019,Eyes-Closed,Lemon
F7,1.6413400617766833,2.4347262819100033,2.310703140436774,2.0376656562707356,sub-010019,Eyes-Closed,Lemon
F3,1.6361544712674136,2.6457860171499887,2.3101504267262962,1.8696774099547377,sub-010019,Eyes-Closed,Lemon
Fz,1.6374780080780171,2.7777519675961946,2.3088373889881417,1.801212521476036,sub-010019,Eyes-Closed,Lemon
F4,1.6325110225202413,2.651669117988095,2.3142907913728474,1.8380831231607695,sub-010019,Eyes-Closed,Lemon
F8,1.627109190744632,2.521934615514902,2.3103750012389774,2.0546294113099073,sub-010019,Eyes-Closed,Lemon
FC5,1.6391856868471673,2.6084514084310015,2.31118626977547,1.9016165307709239,sub-010019,Eyes-Closed,Lemon
FC1,1.636513234728311,2.805660269927925,2.3102655997844392,1.7794891234803185,sub-010019,Eyes-Closed,Lemon
FC2,1.6300563826067425,2.8188565551960276,2.312438151676469,1.7515955409678463,sub-010019,Eyes-Closed,Lemon
FC6,1.6223336881053196,2.6756403286563994,2.313641614624828,1.8254330210628367,sub-010019,Eyes-Closed,Lemon
T7,1.6288921324025152,2.678661145489791,2.3191929926093273,1.8957909793075698,sub-010019,Eyes-Closed,Lemon
C3,1.6350760720783835,2.6764755349148937,2.3172290786555303,1.807623998566592,sub-010019,Eyes-Closed,Lemon
Cz,1.6343307652095374,2.821026968708688,2.3115453831943213,1.8055902989423662,sub-010019,Eyes-Closed,Lemon
C4,1.6061313249180458,2.740525582630714,2.317159222599999,1.774690293327522,sub-010019,Eyes-Closed,Lemon
T8,1.6132906572793955,2.559504508337706,2.318622613270784,1.963776412336955,sub-010019,Eyes-Closed,Lemon
CP5,1.629381366682714,2.7254100176847897,2.3162703231308415,1.6308546464596574,sub-010019,Eyes-Closed,Lemon
CP1,1.611334248499492,2.7128567361490603,2.3151491491964022,1.8991915571088156,sub-010019,Eyes-Closed,Lemon
CP2,1.621869145135662,2.749512573224928,2.3131494865569637,1.8971692464193886,sub-010019,Eyes-Closed,Lemon
CP6,1.6277678737122878,2.6363190600526023,2.320944665910372,1.676239897213086,sub-010019,Eyes-Closed,Lemon
AFz,1.6305947357700685,2.7205216047374594,2.30475479774035,1.8433156497196683,sub-010019,Eyes-Closed,Lemon
P7,1.6247105981280527,2.9117783976052922,2.3011840368273355,1.6314684648958724,sub-010019,Eyes-Closed,Lemon
P3,1.6172970038295822,2.8194111606767276,2.303536054592381,1.592062546902131,sub-010019,Eyes-Closed,Lemon
Pz,1.6143624363110587,2.7267791232197425,2.313964516130055,1.903926402868917,sub-010019,Eyes-Closed,Lemon
P4,1.6323354437526398,2.7044790709990663,2.316640022592935,1.6747813379618979,sub-010019,Eyes-Closed,Lemon
P8,1.6264117626224721,2.7478598928753373,2.3060120774108332,1.6201556205663123,sub-010019,Eyes-Closed,Lemon
PO9,1.6276167542761555,2.934655949973731,2.287298975643579,1.7019604856827475,sub-010019,Eyes-Closed,Lemon
O1,1.6310540438224055,2.9174647100318465,2.260910193135473,1.5233787226152447,sub-010019,Eyes-Closed,Lemon
Oz,1.635286733620031,2.8153085713405654,2.280570930140469,1.617280033222619,sub-010019,Eyes-Closed,Lemon
O2,1.6318226556991102,2.7799360178430907,2.2707848004736317,1.6016785623760648,sub-010019,Eyes-Closed,Lemon
PO10,1.652404023179339,2.450227623891853,2.3080374708670717,1.844163494177871,sub-010019,Eyes-Closed,Lemon
AF7,1.644874977794932,2.406163352416425,2.3103120638172414,1.961279516281294,sub-010019,Eyes-Closed,Lemon
AF3,1.6409313867973967,2.5270482450075504,2.306785884080932,1.8645974562885317,sub-010019,Eyes-Closed,Lemon
AF4,1.6380026851907803,2.5501035919241373,2.308219729205874,1.8766199456654773,sub-010019,Eyes-Closed,Lemon
AF8,1.660607915318642,2.2412228703440706,2.31643455723631,1.724443975036667,sub-010019,Eyes-Closed,Lemon
F5,1.6315344595328052,2.594553007055402,2.3063336927900373,1.9071589574162737,sub-010019,Eyes-Closed,Lemon
F1,1.636986532869063,2.7782443992458665,2.3090265900915363,1.7942443427528663,sub-010019,Eyes-Closed,Lemon
F2,1.6363196451160884,2.783361282892973,2.311019497899273,1.7755120792529306,sub-010019,Eyes-Closed,Lemon
F6,1.6347694583387904,2.531377322940523,2.313386850621279,1.8740075320238758,sub-010019,Eyes-Closed,Lemon
FT7,1.6397345054440282,2.616849579314871,2.3139038198276847,2.040705577536677,sub-010019,Eyes-Closed,Lemon
FC3,1.6367682676647721,2.700994548959487,2.311003670174553,1.8149479870698553,sub-010019,Eyes-Closed,Lemon
FC4,1.6175006645028847,2.7377781850440748,2.316278332519408,1.7615675777056181,sub-010019,Eyes-Closed,Lemon
FT8,1.6190121559827546,2.6047158508909285,2.313684751137825,2.0295191139242865,sub-010019,Eyes-Closed,Lemon
C5,1.6368781990661025,2.647030849873721,2.320507950201789,1.7646375951965836,sub-010019,Eyes-Closed,Lemon
C1,1.6343909933372727,2.7688443784972603,2.312104290122678,1.8596983075792999,sub-010019,Eyes-Closed,Lemon
C2,1.6154005517164975,2.801006762818285,2.3132181636539046,1.8076971374595727,sub-010019,Eyes-Closed,Lemon
C6,1.6239424336839683,2.6607846856950914,2.3197369537589854,1.804957499121391,sub-010019,Eyes-Closed,Lemon
TP7,1.6331586544699512,2.783068588608397,2.316973684124894,1.7429081406701803,sub-010019,Eyes-Closed,Lemon
CP3,1.6223059234180617,2.6799171815870895,2.320244897206664,1.7139702878923082,sub-010019,Eyes-Closed,Lemon
CPz,1.620654624022965,2.7456300505567155,2.3103437890019913,1.9565145985259291,sub-010019,Eyes-Closed,Lemon
CP4,1.6214616020123125,2.6781293976420946,2.3201594660401166,1.774937672273229,sub-010019,Eyes-Closed,Lemon
TP8,1.624146710267237,2.6514061389466423,2.3207991324575996,1.7618502604283672,sub-010019,Eyes-Closed,Lemon
P5,1.622012829566664,2.8713663237586227,2.2969632378719176,1.5478122375283596,sub-010019,Eyes-Closed,Lemon
P1,1.618027576585558,2.766073193658082,2.312042818921075,1.7278540537573717,sub-010019,Eyes-Closed,Lemon
P2,1.6267382467989127,2.7192276390032033,2.317059254832233,1.8281137132255998,sub-010019,Eyes-Closed,Lemon
P6,1.637461391677926,2.742861225140039,2.299564080176795,1.5661993144050161,sub-010019,Eyes-Closed,Lemon
PO7,1.6222157769937855,2.964796610010642,2.2717176662720515,1.4966737747088443,sub-010019,Eyes-Closed,Lemon
PO3,1.624843684619953,2.8905918162768334,2.2705551933286325,1.5062445816932672,sub-010019,Eyes-Closed,Lemon
POz,1.6198393006672116,2.7779210974585764,2.303530197789805,1.703791526842311,sub-010019,Eyes-Closed,Lemon
PO4,1.6194179854544708,2.789149659468507,2.290222851073329,1.5930076203581394,sub-010019,Eyes-Closed,Lemon
PO8,1.6245360507125808,2.816928016094012,2.2702966581273087,1.5326960983687303,sub-010019,Eyes-Closed,Lemon
Fp1,1.6507840067767903,2.16226870063115,2.3138482792057777,1.7263480498902675,sub-010019,Eyes-Open,Lemon
Fp2,1.6617446731833594,2.2025422675129165,2.3122015755413043,1.7933380384873476,sub-010019,Eyes-Open,Lemon
F7,1.6612131573575546,2.0840208318050744,2.316537438490913,1.6147834397759058,sub-010019,Eyes-Open,Lemon
F3,1.6709592243315516,2.186422583714923,2.314637494955237,1.706091031149707,sub-010019,Eyes-Open,Lemon
Fz,1.6398685416715215,2.4650911984127957,2.2928677519038585,2.1122771314192756,sub-010019,Eyes-Open,Lemon
F4,1.6629389318684082,2.2565785355987735,2.312602737804468,1.834921354295049,sub-010019,Eyes-Open,Lemon
F8,1.6710103391170406,2.1089568103964877,2.3064021070586076,1.7799008328565944,sub-010019,Eyes-Open,Lemon
FC5,1.659854677297142,2.204306994558054,2.3140023468299113,1.7900102124045507,sub-010019,Eyes-Open,Lemon
FC1,1.6339143394610178,2.5341755549527396,2.2909963566206843,2.120226146814087,sub-010019,Eyes-Open,Lemon
FC2,1.6362762221390486,2.5623787061243815,2.294185682225339,2.0589475490394036,sub-010019,Eyes-Open,Lemon
FC6,1.6511698130317116,2.2642689363226802,2.3095645413979415,1.9004301004366186,sub-010019,Eyes-Open,Lemon
T7,1.6505105235269975,2.286125654348941,2.3052456329661117,1.9993412705095936,sub-010019,Eyes-Open,Lemon
C3,1.6375501508165193,2.4717849984988955,2.3010505636583107,2.033533494220607,sub-010019,Eyes-Open,Lemon
Cz,1.6450232320128637,2.578530431209837,2.2841166547810023,2.187427763904564,sub-010019,Eyes-Open,Lemon
C4,1.637086840794678,2.4755927844990753,2.3071822760067895,1.9728023405025672,sub-010019,Eyes-Open,Lemon
T8,1.6381366362521026,2.366017450363497,2.2970475172085214,2.1320577280429753,sub-010019,Eyes-Open,Lemon
CP5,1.6227903079567367,2.513121363093802,2.3128811825504596,1.8120102231077757,sub-010019,Eyes-Open,Lemon
CP1,1.6325348765143346,2.544988498601506,2.2902604624302927,2.1495894619573104,sub-010019,Eyes-Open,Lemon
CP2,1.6349093838829363,2.521674524656264,2.292107891330939,2.1497135876165863,sub-010019,Eyes-Open,Lemon
CP6,1.641959925197503,2.467812454490079,2.3143840000140004,1.8501055845695529,sub-010019,Eyes-Open,Lemon
AFz,1.6595151388740084,2.3561939390090374,2.3027291103438494,2.0308740359131834,sub-010019,Eyes-Open,Lemon
P7,1.641662007975158,2.543140202972775,2.306872437533654,2.0295958809610983,sub-010019,Eyes-Open,Lemon
P3,1.611343889341979,2.5891958971813596,2.3097860781330652,1.829099062073743,sub-010019,Eyes-Open,Lemon
Pz,1.6375447360559137,2.558500364320227,2.288653186797805,2.1360283899752726,sub-010019,Eyes-Open,Lemon
P4,1.6519381221105456,2.5502003149526056,2.31232492960639,1.8389971870164405,sub-010019,Eyes-Open,Lemon
P8,1.6429715634589015,2.4976308025936795,2.317733054590961,1.9002093363714334,sub-010019,Eyes-Open,Lemon
PO9,1.6406968743828088,2.5214587304471614,2.297116192794234,2.1753310674089956,sub-010019,Eyes-Open,Lemon
O1,1.6327847896952763,2.589105031421791,2.3052598381451297,2.032717899148481,sub-010019,Eyes-Open,Lemon
Oz,1.64169103227159,2.520973344402475,2.2971399835102,2.001453886793664,sub-010019,Eyes-Open,Lemon
O2,1.636847754854548,2.4996936308935833,2.3109804821105553,1.93991169939334,sub-010019,Eyes-Open,Lemon
PO10,1.6618270118523624,2.1317372623416384,2.313841105756235,1.812831042078692,sub-010019,Eyes-Open,Lemon
AF7,1.6616079280809402,2.1049611896505382,2.3160172601674485,1.6457448645928634,sub-010019,Eyes-Open,Lemon
AF3,1.674940548573074,2.194994465593363,2.3149093673857726,1.7518830623993715,sub-010019,Eyes-Open,Lemon
AF4,1.656660358961826,2.207535473475114,2.3107623058790057,1.8337970308306328,sub-010019,Eyes-Open,Lemon
AF8,1.6659635843118612,2.140974759775911,2.3089217650628577,1.7748454664033104,sub-010019,Eyes-Open,Lemon
F5,1.6763229262373596,2.193377351708902,2.3101949567045894,1.8237158027829592,sub-010019,Eyes-Open,Lemon
F1,1.6395362765707295,2.4666683391696798,2.2931473630925665,2.107397700605972,sub-010019,Eyes-Open,Lemon
F2,1.6393923506808563,2.540119381048477,2.2958693325310935,2.0657653351589453,sub-010019,Eyes-Open,Lemon
F6,1.668680862815061,2.218058002817228,2.31338713067706,1.7944072337311843,sub-010019,Eyes-Open,Lemon
FT7,1.6491076453009677,2.26255584452738,2.3036877659123585,2.0368741642752766,sub-010019,Eyes-Open,Lemon
FC3,1.6591619429881537,2.3044202228684263,2.3078924628638378,1.8989416700925663,sub-010019,Eyes-Open,Lemon
FC4,1.643133838146463,2.382613169048901,2.3087397832538,1.934143276238771,sub-010019,Eyes-Open,Lemon
FT8,1.6421271153520396,2.3300991870593544,2.2931762929650574,2.1349633443460343,sub-010019,Eyes-Open,Lemon
C5,1.6595435107806804,2.3841586038266334,2.311830887572762,1.937625305714241,sub-010019,Eyes-Open,Lemon
C1,1.6275072291001522,2.552096633453137,2.2893700719178467,2.1683930654412604,sub-010019,Eyes-Open,Lemon
C2,1.63520449216325,2.537576750977183,2.2934704525848018,2.1126791881894604,sub-010019,Eyes-Open,Lemon
C6,1.6508803659516682,2.3660728170046927,2.3074879245063604,1.9848390145924923,sub-010019,Eyes-Open,Lemon
TP7,1.6465134375696873,2.450299428985181,2.3041817414649466,2.0536060588538665,sub-010019,Eyes-Open,Lemon
CP3,1.6157890014728986,2.55071774787483,2.307881820270209,1.8746070141018618,sub-010019,Eyes-Open,Lemon
CPz,1.6433070833604297,2.5244089068199203,2.2811061112539006,2.2559786655725143,sub-010019,Eyes-Open,Lemon
CP4,1.6411172563072054,2.511236355184005,2.309481740658364,1.9043084876368663,sub-010019,Eyes-Open,Lemon
TP8,1.640900051226288,2.383595161329989,2.311414897810972,1.969900646974838,sub-010019,Eyes-Open,Lemon
P5,1.61981343022206,2.5980316481148855,2.3135857704062204,1.842991144253784,sub-010019,Eyes-Open,Lemon
P1,1.620833285971376,2.578967921524415,2.2991943200179215,1.974781650467519,sub-010019,Eyes-Open,Lemon
P2,1.6461499959073624,2.5506097064156865,2.2992168904726062,2.0251873487888052,sub-010019,Eyes-Open,Lemon
P6,1.6420319857642323,2.556130329782733,2.31815701321772,1.7860894218047014,sub-010019,Eyes-Open,Lemon
PO7,1.6301035094281566,2.646482061800385,2.308665659374665,1.9904325252120492,sub-010019,Eyes-Open,Lemon
PO3,1.6286347861749322,2.6126299991392337,2.306572409101149,1.8875742532752682,sub-010019,Eyes-Open,Lemon
POz,1.6361369313221725,2.5783105928689087,2.294229300811932,1.9555354045341313,sub-010019,Eyes-Open,Lemon
PO4,1.6461524685306952,2.575954492151375,2.3079106251881427,1.8642067947071859,sub-010019,Eyes-Open,Lemon
PO8,1.6351860962941966,2.553882627031374,2.318620794330365,1.8495070939618459,sub-010019,Eyes-Open,Lemon
Fp1,1.6506170814146535,2.4043827309916477,2.276576260463431,2.1368657648614966,sub-010020,Eyes-Closed,Lemon
Fp2,1.6309544197325914,2.7888108135218266,2.2388657882728236,1.992981561990583,sub-010020,Eyes-Closed,Lemon
F7,1.665697970910088,2.1885890038440214,2.3007818913806695,1.9813209664266713,sub-010020,Eyes-Closed,Lemon
F3,1.6272181808124322,2.7147074749256532,2.2514997660909275,2.0943520175990358,sub-010020,Eyes-Closed,Lemon
Fz,1.6221427051757857,2.9172701352512647,2.2393291804664486,2.030494875409687,sub-010020,Eyes-Closed,Lemon
F4,1.6434058714969777,2.592583315236313,2.267993922176662,2.1289920347718434,sub-010020,Eyes-Closed,Lemon
F8,1.6374310531328882,2.57963305067234,2.266313249089781,2.1588819718607333,sub-010020,Eyes-Closed,Lemon
FC5,1.6285901674523053,2.4307949665395348,2.2828021361591104,2.2631219146856285,sub-010020,Eyes-Closed,Lemon
FC1,1.6143452988922096,2.8615602497344774,2.245629144687457,2.100921361992476,sub-010020,Eyes-Closed,Lemon
FC2,1.6201240104089805,2.8590661771449075,2.255684740818881,2.0505987632259046,sub-010020,Eyes-Closed,Lemon
FC6,1.660227964132404,2.3291041237480865,2.297499385915383,2.0260910355723656,sub-010020,Eyes-Closed,Lemon
T7,1.6567462612316144,2.3326752354646394,2.2987765544154666,2.0858352972241763,sub-010020,Eyes-Closed,Lemon
C3,1.6106529798717495,2.738949338966174,2.2704801496143485,2.0466086141773414,sub-010020,Eyes-Closed,Lemon
Cz,1.6238459811936594,2.8207226221478936,2.2613199127656323,2.1545601672981247,sub-010020,Eyes-Closed,Lemon
C4,1.631563088902038,2.7166630464297112,2.272315891077867,1.917243141544595,sub-010020,Eyes-Closed,Lemon
T8,1.6434385826599316,2.363094915537439,2.296416919814043,2.1245153263478653,sub-010020,Eyes-Closed,Lemon
CP5,1.6309638074940909,2.768525292130183,2.260673600090155,1.8988758344847756,sub-010020,Eyes-Closed,Lemon
CP1,1.614902606771322,2.815441143723553,2.2805986483008502,1.9864219255009035,sub-010020,Eyes-Closed,Lemon
CP2,1.623945321740096,2.8907067410447915,2.264895462690894,1.8442437299218668,sub-010020,Eyes-Closed,Lemon
CP6,1.5984601932150848,2.7981250202554837,2.2621223448664285,2.018455428659136,sub-010020,Eyes-Closed,Lemon
AFz,1.63361751659184,2.792559202090286,2.241580892567619,2.0529777037877928,sub-010020,Eyes-Closed,Lemon
P7,1.6315131736284707,2.7809465149063004,2.2643615516773052,2.0186346766371956,sub-010020,Eyes-Closed,Lemon
P3,1.6178107604158027,2.906893125537299,2.236058622649067,1.7400442559722669,sub-010020,Eyes-Closed,Lemon
Pz,1.6190382667519927,2.9243266830860843,2.244511982175961,1.8431544023289244,sub-010020,Eyes-Closed,Lemon
P4,1.6271433020434731,3.00444662336292,2.1974629913443433,1.6911314604605028,sub-010020,Eyes-Closed,Lemon
P8,1.6252730969077929,2.792379051687847,2.2429141756967925,1.9662952906545201,sub-010020,Eyes-Closed,Lemon
PO9,1.6193097483301044,2.823251617592318,2.2573004260767933,1.9505332510075537,sub-010020,Eyes-Closed,Lemon
O1,1.6263858333948429,2.9431962312431343,2.2086255679033147,1.7721781138031918,sub-010020,Eyes-Closed,Lemon
Oz,1.623232474096896,2.9875419302350816,2.192042643103576,1.681110025840505,sub-010020,Eyes-Closed,Lemon
O2,1.625500743693386,2.9248426710161524,2.2225067736595707,1.8079010052226228,sub-010020,Eyes-Closed,Lemon
PO10,1.6506620843694195,2.4614501671020053,2.2818236954524798,2.0757880854439783,sub-010020,Eyes-Closed,Lemon
AF7,1.6456489867132782,2.5378048189952045,2.2691166213249083,2.1754273932938935,sub-010020,Eyes-Closed,Lemon
AF3,1.6350468455965204,2.6396419434790004,2.2538253971205684,2.1286501138788387,sub-010020,Eyes-Closed,Lemon
