Value,Score,Method,Channel,Optimal,What,Participant,Condition,Sampling_Rate,Lowpass,Original_Frequencies,Duration,Dataset
5,0.6592534144825029,AFN,FT7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7449653938272404,AFN,FT7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8114564908069836,AFN,FT7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8513031256292796,AFN,FT7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8832573324152321,AFN,FT7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9078751949859328,AFN,FT7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9238879850901609,AFN,FT7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9386357300138417,AFN,FT7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0003730740040298407,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10506337447113347,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.3381766510473777,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5259242094692604,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6609409459847224,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7455052650318413,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8109823655186144,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8536454031540828,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8837403008943174,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9088642473718495,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9269309361752328,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9395731331587054,AFN,FC3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0004158864084315043,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10628902200460613,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.339657553149147,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5222312975350736,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6643957974495103,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7471702298068205,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8106724118666001,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8486700775669451,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.882558832082972,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9108772196745549,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9293329228229298,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9369142990262995,AFN,FC4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.000449427381261624,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10672476110088464,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33574074203178944,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5245120022721045,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6612505528708471,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7479324075894141,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8102706295260012,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8541043811610386,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8819320717956411,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9077151885935636,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9250101659967652,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9402249183157634,AFN,FT8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.00025542391382565356,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10621591626900515,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.3346995794629353,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5334620289228162,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6566332100509237,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7438787661363994,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8121319776927179,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8514717568795451,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.886188334925439,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9098764700558901,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9242396085255298,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9379792472906036,AFN,C5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0005384514474775354,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10634982360891033,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.3414137357710954,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.523621130800216,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6615629493678434,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.747880166139707,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8087436902693889,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8543015816960694,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8847468177635948,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9071070789534877,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9258625193891271,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.940877351959444,AFN,C1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0005563168971346204,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.1074990726614652,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33587755714202866,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.522817271006362,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6577158975079554,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7514451815551483,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8092221187250777,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8541818404769194,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8871966578518734,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9090357560453666,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9264723326236274,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9395616617813722,AFN,C2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.00041868765795217196,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10823700197095827,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33665896047267874,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.525141184124185,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6601151204953766,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.752482508477064,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8100317811497465,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8565618588953007,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.881430242456042,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9104609336590584,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.928979114248007,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9389427244626054,AFN,C6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0003934801489887855,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10547223362041531,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.3353257978941,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5267415572646253,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6608684069606303,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7464585923407112,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.808805193541868,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8528294640508671,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8847615462419663,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9104372108756352,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9256216350450146,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9380331941202703,AFN,TP7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0002753192985452976,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10872389044039422,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.3404451261522128,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5286074482408627,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.658262213687653,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7555707527940841,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8121020397405055,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8542898470483298,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8891024097985538,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9115050805690142,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9285653267888082,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9383814222345854,AFN,CP3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0005209530674763753,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10629147660104064,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.3374132390306334,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5278935506335622,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6576836795817537,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7478769025017755,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8096886688123294,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8526993010659539,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8862298287282152,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9073066483953948,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9290671772025878,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9408354476023368,AFN,CPz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.00033529375969100023,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10775666367893495,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.3380732840194533,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5269182920307384,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6610167893725476,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7525753404952621,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8175957589443265,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8532565759308757,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8880741262608352,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9099157364821885,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9275879054874874,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9400935649370872,AFN,CP4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0005418716815476736,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10677658565374464,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33847326622092794,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5259688951485876,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6598241452991805,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.745833035404213,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8092527940242201,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8582948569427842,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8844313086098987,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.907446224163525,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9255003551169485,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9370920819810646,AFN,TP8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0004930428310341733,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10796984578633718,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33636403935075987,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5281378739772433,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6593702347065655,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7517747000529815,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8088982297517523,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8533665314192557,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8887717234345337,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9114200288874031,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9287042390873359,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9402102590174903,AFN,P5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.00030779625118255955,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10577707394953907,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.34057060612168705,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5247399322811093,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6561069403955121,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7532113434869568,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.806751109683504,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8532540753957837,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8892700500379348,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9103604441975625,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9264507238697212,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9412280722663025,AFN,P1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0002533118032962406,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10742093824971961,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33531147352539586,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5260978445594615,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6566208764749066,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7531607623501441,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.806773393442197,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8545986561729584,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8875194944603596,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9074799198020745,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.926792362286064,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9420026880633455,AFN,P2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0002503582611836411,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.1076182232572793,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33851956899368973,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.524397910145222,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6583573786127941,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.747055257116387,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8108683134445732,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8556790558773959,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8864858815914618,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9073168649614314,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9245871549878504,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9390687621775087,AFN,P6,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.00041109696765227825,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10553737480897221,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33756842968993184,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5293253003149866,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6615187389557039,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7429282207773128,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8117197700949582,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8533884440790391,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8854114346964611,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9081571418139207,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.924091405456873,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9407994926725315,AFN,PO7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
