Rpeaks,Participant,Sampling_Rate,Database
715433,MIT-LongTerm_00,128,MIT-LongTerm
715618,MIT-LongTerm_00,128,MIT-LongTerm
715707,MIT-LongTerm_00,128,MIT-LongTerm
715904,MIT-LongTerm_00,128,MIT-LongTerm
716090,MIT-LongTerm_00,128,MIT-LongTerm
716180,MIT-LongTerm_00,128,MIT-LongTerm
716275,MIT-LongTerm_00,128,MIT-LongTerm
716366,MIT-LongTerm_00,128,MIT-LongTerm
716462,MIT-LongTerm_00,128,MIT-LongTerm
716560,MIT-LongTerm_00,128,MIT-LongTerm
716662,MIT-LongTerm_00,128,MIT-LongTerm
716760,MIT-LongTerm_00,128,MIT-LongTerm
716862,MIT-LongTerm_00,128,MIT-LongTerm
716964,MIT-LongTerm_00,128,MIT-LongTerm
717068,MIT-LongTerm_00,128,MIT-LongTerm
717169,MIT-LongTerm_00,128,MIT-LongTerm
717269,MIT-LongTerm_00,128,MIT-LongTerm
717374,MIT-LongTerm_00,128,MIT-LongTerm
717477,MIT-LongTerm_00,128,MIT-LongTerm
717578,MIT-LongTerm_00,128,MIT-LongTerm
717676,MIT-LongTerm_00,128,MIT-LongTerm
717778,MIT-LongTerm_00,128,MIT-LongTerm
717976,MIT-LongTerm_00,128,MIT-LongTerm
718164,MIT-LongTerm_00,128,MIT-LongTerm
718256,MIT-LongTerm_00,128,MIT-LongTerm
718348,MIT-LongTerm_00,128,MIT-LongTerm
718440,MIT-LongTerm_00,128,MIT-LongTerm
718531,MIT-LongTerm_00,128,MIT-LongTerm
718625,MIT-LongTerm_00,128,MIT-LongTerm
718721,MIT-LongTerm_00,128,MIT-LongTerm
718819,MIT-LongTerm_00,128,MIT-LongTerm
718914,MIT-LongTerm_00,128,MIT-LongTerm
719010,MIT-LongTerm_00,128,MIT-LongTerm
719106,MIT-LongTerm_00,128,MIT-LongTerm
719203,MIT-LongTerm_00,128,MIT-LongTerm
719300,MIT-LongTerm_00,128,MIT-LongTerm
719490,MIT-LongTerm_00,128,MIT-LongTerm
719673,MIT-LongTerm_00,128,MIT-LongTerm
719761,MIT-LongTerm_00,128,MIT-LongTerm
719943,MIT-LongTerm_00,128,MIT-LongTerm
720029,MIT-LongTerm_00,128,MIT-LongTerm
720208,MIT-LongTerm_00,128,MIT-LongTerm
720295,MIT-LongTerm_00,128,MIT-LongTerm
720472,MIT-LongTerm_00,128,MIT-LongTerm
720558,MIT-LongTerm_00,128,MIT-LongTerm
720744,MIT-LongTerm_00,128,MIT-LongTerm
720831,MIT-LongTerm_00,128,MIT-LongTerm
721015,MIT-LongTerm_00,128,MIT-LongTerm
721103,MIT-LongTerm_00,128,MIT-LongTerm
721291,MIT-LongTerm_00,128,MIT-LongTerm
721379,MIT-LongTerm_00,128,MIT-LongTerm
721565,MIT-LongTerm_00,128,MIT-LongTerm
721653,MIT-LongTerm_00,128,MIT-LongTerm
721835,MIT-LongTerm_00,128,MIT-LongTerm
721924,MIT-LongTerm_00,128,MIT-LongTerm
722114,MIT-LongTerm_00,128,MIT-LongTerm
722202,MIT-LongTerm_00,128,MIT-LongTerm
722391,MIT-LongTerm_00,128,MIT-LongTerm
722482,MIT-LongTerm_00,128,MIT-LongTerm
722665,MIT-LongTerm_00,128,MIT-LongTerm
722754,MIT-LongTerm_00,128,MIT-LongTerm
722941,MIT-LongTerm_00,128,MIT-LongTerm
723029,MIT-LongTerm_00,128,MIT-LongTerm
723213,MIT-LongTerm_00,128,MIT-LongTerm
723396,MIT-LongTerm_00,128,MIT-LongTerm
723483,MIT-LongTerm_00,128,MIT-LongTerm
723570,MIT-LongTerm_00,128,MIT-LongTerm
723657,MIT-LongTerm_00,128,MIT-LongTerm
723746,MIT-LongTerm_00,128,MIT-LongTerm
723832,MIT-LongTerm_00,128,MIT-LongTerm
723917,MIT-LongTerm_00,128,MIT-LongTerm
724004,MIT-LongTerm_00,128,MIT-LongTerm
724095,MIT-LongTerm_00,128,MIT-LongTerm
724287,MIT-LongTerm_00,128,MIT-LongTerm
724472,MIT-LongTerm_00,128,MIT-LongTerm
724659,MIT-LongTerm_00,128,MIT-LongTerm
724846,MIT-LongTerm_00,128,MIT-LongTerm
724936,MIT-LongTerm_00,128,MIT-LongTerm
725034,MIT-LongTerm_00,128,MIT-LongTerm
725132,MIT-LongTerm_00,128,MIT-LongTerm
725230,MIT-LongTerm_00,128,MIT-LongTerm
725424,MIT-LongTerm_00,128,MIT-LongTerm
725616,MIT-LongTerm_00,128,MIT-LongTerm
725708,MIT-LongTerm_00,128,MIT-LongTerm
725801,MIT-LongTerm_00,128,MIT-LongTerm
725898,MIT-LongTerm_00,128,MIT-LongTerm
726000,MIT-LongTerm_00,128,MIT-LongTerm
726104,MIT-LongTerm_00,128,MIT-LongTerm
726204,MIT-LongTerm_00,128,MIT-LongTerm
726309,MIT-LongTerm_00,128,MIT-LongTerm
726411,MIT-LongTerm_00,128,MIT-LongTerm
726519,MIT-LongTerm_00,128,MIT-LongTerm
726625,MIT-LongTerm_00,128,MIT-LongTerm
726727,MIT-LongTerm_00,128,MIT-LongTerm
726828,MIT-LongTerm_00,128,MIT-LongTerm
726932,MIT-LongTerm_00,128,MIT-LongTerm
727034,MIT-LongTerm_00,128,MIT-LongTerm
727133,MIT-LongTerm_00,128,MIT-LongTerm
727234,MIT-LongTerm_00,128,MIT-LongTerm
727335,MIT-LongTerm_00,128,MIT-LongTerm
727437,MIT-LongTerm_00,128,MIT-LongTerm
727535,MIT-LongTerm_00,128,MIT-LongTerm
727632,MIT-LongTerm_00,128,MIT-LongTerm
727727,MIT-LongTerm_00,128,MIT-LongTerm
727825,MIT-LongTerm_00,128,MIT-LongTerm
727925,MIT-LongTerm_00,128,MIT-LongTerm
728021,MIT-LongTerm_00,128,MIT-LongTerm
728115,MIT-LongTerm_00,128,MIT-LongTerm
728209,MIT-LongTerm_00,128,MIT-LongTerm
728304,MIT-LongTerm_00,128,MIT-LongTerm
728400,MIT-LongTerm_00,128,MIT-LongTerm
728494,MIT-LongTerm_00,128,MIT-LongTerm
728587,MIT-LongTerm_00,128,MIT-LongTerm
728681,MIT-LongTerm_00,128,MIT-LongTerm
728777,MIT-LongTerm_00,128,MIT-LongTerm
728873,MIT-LongTerm_00,128,MIT-LongTerm
728967,MIT-LongTerm_00,128,MIT-LongTerm
729061,MIT-LongTerm_00,128,MIT-LongTerm
729157,MIT-LongTerm_00,128,MIT-LongTerm
729254,MIT-LongTerm_00,128,MIT-LongTerm
729349,MIT-LongTerm_00,128,MIT-LongTerm
729443,MIT-LongTerm_00,128,MIT-LongTerm
729540,MIT-LongTerm_00,128,MIT-LongTerm
729637,MIT-LongTerm_00,128,MIT-LongTerm
729734,MIT-LongTerm_00,128,MIT-LongTerm
729829,MIT-LongTerm_00,128,MIT-LongTerm
729921,MIT-LongTerm_00,128,MIT-LongTerm
730017,MIT-LongTerm_00,128,MIT-LongTerm
730114,MIT-LongTerm_00,128,MIT-LongTerm
730210,MIT-LongTerm_00,128,MIT-LongTerm
730302,MIT-LongTerm_00,128,MIT-LongTerm
730395,MIT-LongTerm_00,128,MIT-LongTerm
730488,MIT-LongTerm_00,128,MIT-LongTerm
730585,MIT-LongTerm_00,128,MIT-LongTerm
730680,MIT-LongTerm_00,128,MIT-LongTerm
730773,MIT-LongTerm_00,128,MIT-LongTerm
730867,MIT-LongTerm_00,128,MIT-LongTerm
730964,MIT-LongTerm_00,128,MIT-LongTerm
731058,MIT-LongTerm_00,128,MIT-LongTerm
731151,MIT-LongTerm_00,128,MIT-LongTerm
731242,MIT-LongTerm_00,128,MIT-LongTerm
731336,MIT-LongTerm_00,128,MIT-LongTerm
731523,MIT-LongTerm_00,128,MIT-LongTerm
731700,MIT-LongTerm_00,128,MIT-LongTerm
731786,MIT-LongTerm_00,128,MIT-LongTerm
731965,MIT-LongTerm_00,128,MIT-LongTerm
732050,MIT-LongTerm_00,128,MIT-LongTerm
732245,MIT-LongTerm_00,128,MIT-LongTerm
732431,MIT-LongTerm_00,128,MIT-LongTerm
732521,MIT-LongTerm_00,128,MIT-LongTerm
732621,MIT-LongTerm_00,128,MIT-LongTerm
732720,MIT-LongTerm_00,128,MIT-LongTerm
732822,MIT-LongTerm_00,128,MIT-LongTerm
732913,MIT-LongTerm_00,128,MIT-LongTerm
733104,MIT-LongTerm_00,128,MIT-LongTerm
733293,MIT-LongTerm_00,128,MIT-LongTerm
733385,MIT-LongTerm_00,128,MIT-LongTerm
733480,MIT-LongTerm_00,128,MIT-LongTerm
733579,MIT-LongTerm_00,128,MIT-LongTerm
733679,MIT-LongTerm_00,128,MIT-LongTerm
733777,MIT-LongTerm_00,128,MIT-LongTerm
733877,MIT-LongTerm_00,128,MIT-LongTerm
733981,MIT-LongTerm_00,128,MIT-LongTerm
734084,MIT-LongTerm_00,128,MIT-LongTerm
734188,MIT-LongTerm_00,128,MIT-LongTerm
734287,MIT-LongTerm_00,128,MIT-LongTerm
734389,MIT-LongTerm_00,128,MIT-LongTerm
734495,MIT-LongTerm_00,128,MIT-LongTerm
734599,MIT-LongTerm_00,128,MIT-LongTerm
734703,MIT-LongTerm_00,128,MIT-LongTerm
734802,MIT-LongTerm_00,128,MIT-LongTerm
734908,MIT-LongTerm_00,128,MIT-LongTerm
735011,MIT-LongTerm_00,128,MIT-LongTerm
735112,MIT-LongTerm_00,128,MIT-LongTerm
735212,MIT-LongTerm_00,128,MIT-LongTerm
735309,MIT-LongTerm_00,128,MIT-LongTerm
735408,MIT-LongTerm_00,128,MIT-LongTerm
735508,MIT-LongTerm_00,128,MIT-LongTerm
735696,MIT-LongTerm_00,128,MIT-LongTerm
735793,MIT-LongTerm_00,128,MIT-LongTerm
735884,MIT-LongTerm_00,128,MIT-LongTerm
736067,MIT-LongTerm_00,128,MIT-LongTerm
736244,MIT-LongTerm_00,128,MIT-LongTerm
736331,MIT-LongTerm_00,128,MIT-LongTerm
736506,MIT-LongTerm_00,128,MIT-LongTerm
736591,MIT-LongTerm_00,128,MIT-LongTerm
736777,MIT-LongTerm_00,128,MIT-LongTerm
736863,MIT-LongTerm_00,128,MIT-LongTerm
737047,MIT-LongTerm_00,128,MIT-LongTerm
737137,MIT-LongTerm_00,128,MIT-LongTerm
737322,MIT-LongTerm_00,128,MIT-LongTerm
737411,MIT-LongTerm_00,128,MIT-LongTerm
737596,MIT-LongTerm_00,128,MIT-LongTerm
737685,MIT-LongTerm_00,128,MIT-LongTerm
737868,MIT-LongTerm_00,128,MIT-LongTerm
737958,MIT-LongTerm_00,128,MIT-LongTerm
738154,MIT-LongTerm_00,128,MIT-LongTerm
738244,MIT-LongTerm_00,128,MIT-LongTerm
738435,MIT-LongTerm_00,128,MIT-LongTerm
738524,MIT-LongTerm_00,128,MIT-LongTerm
738707,MIT-LongTerm_00,128,MIT-LongTerm
738796,MIT-LongTerm_00,128,MIT-LongTerm
738990,MIT-LongTerm_00,128,MIT-LongTerm
739078,MIT-LongTerm_00,128,MIT-LongTerm
739270,MIT-LongTerm_00,128,MIT-LongTerm
739362,MIT-LongTerm_00,128,MIT-LongTerm
739554,MIT-LongTerm_00,128,MIT-LongTerm
739744,MIT-LongTerm_00,128,MIT-LongTerm
739928,MIT-LongTerm_00,128,MIT-LongTerm
740015,MIT-LongTerm_00,128,MIT-LongTerm
740105,MIT-LongTerm_00,128,MIT-LongTerm
740202,MIT-LongTerm_00,128,MIT-LongTerm
740301,MIT-LongTerm_00,128,MIT-LongTerm
740399,MIT-LongTerm_00,128,MIT-LongTerm
740501,MIT-LongTerm_00,128,MIT-LongTerm
740610,MIT-LongTerm_00,128,MIT-LongTerm
740734,MIT-LongTerm_00,128,MIT-LongTerm
740847,MIT-LongTerm_00,128,MIT-LongTerm
740963,MIT-LongTerm_00,128,MIT-LongTerm
741081,MIT-LongTerm_00,128,MIT-LongTerm
741194,MIT-LongTerm_00,128,MIT-LongTerm
741304,MIT-LongTerm_00,128,MIT-LongTerm
741413,MIT-LongTerm_00,128,MIT-LongTerm
741523,MIT-LongTerm_00,128,MIT-LongTerm
741632,MIT-LongTerm_00,128,MIT-LongTerm
741740,MIT-LongTerm_00,128,MIT-LongTerm
741847,MIT-LongTerm_00,128,MIT-LongTerm
741957,MIT-LongTerm_00,128,MIT-LongTerm
742065,MIT-LongTerm_00,128,MIT-LongTerm
742174,MIT-LongTerm_00,128,MIT-LongTerm
742279,MIT-LongTerm_00,128,MIT-LongTerm
742386,MIT-LongTerm_00,128,MIT-LongTerm
742491,MIT-LongTerm_00,128,MIT-LongTerm
742596,MIT-LongTerm_00,128,MIT-LongTerm
742699,MIT-LongTerm_00,128,MIT-LongTerm
742803,MIT-LongTerm_00,128,MIT-LongTerm
742904,MIT-LongTerm_00,128,MIT-LongTerm
743006,MIT-LongTerm_00,128,MIT-LongTerm
743105,MIT-LongTerm_00,128,MIT-LongTerm
743204,MIT-LongTerm_00,128,MIT-LongTerm
743302,MIT-LongTerm_00,128,MIT-LongTerm
743403,MIT-LongTerm_00,128,MIT-LongTerm
743503,MIT-LongTerm_00,128,MIT-LongTerm
743600,MIT-LongTerm_00,128,MIT-LongTerm
743698,MIT-LongTerm_00,128,MIT-LongTerm
743798,MIT-LongTerm_00,128,MIT-LongTerm
743897,MIT-LongTerm_00,128,MIT-LongTerm
743995,MIT-LongTerm_00,128,MIT-LongTerm
744091,MIT-LongTerm_00,128,MIT-LongTerm
744188,MIT-LongTerm_00,128,MIT-LongTerm
744287,MIT-LongTerm_00,128,MIT-LongTerm
744385,MIT-LongTerm_00,128,MIT-LongTerm
744481,MIT-LongTerm_00,128,MIT-LongTerm
744574,MIT-LongTerm_00,128,MIT-LongTerm
744672,MIT-LongTerm_00,128,MIT-LongTerm
744768,MIT-LongTerm_00,128,MIT-LongTerm
744864,MIT-LongTerm_00,128,MIT-LongTerm
744959,MIT-LongTerm_00,128,MIT-LongTerm
745056,MIT-LongTerm_00,128,MIT-LongTerm
745154,MIT-LongTerm_00,128,MIT-LongTerm
745250,MIT-LongTerm_00,128,MIT-LongTerm
745441,MIT-LongTerm_00,128,MIT-LongTerm
745532,MIT-LongTerm_00,128,MIT-LongTerm
745625,MIT-LongTerm_00,128,MIT-LongTerm
745808,MIT-LongTerm_00,128,MIT-LongTerm
745984,MIT-LongTerm_00,128,MIT-LongTerm
746067,MIT-LongTerm_00,128,MIT-LongTerm
746152,MIT-LongTerm_00,128,MIT-LongTerm
746238,MIT-LongTerm_00,128,MIT-LongTerm
746416,MIT-LongTerm_00,128,MIT-LongTerm
746594,MIT-LongTerm_00,128,MIT-LongTerm
746678,MIT-LongTerm_00,128,MIT-LongTerm
746766,MIT-LongTerm_00,128,MIT-LongTerm
746856,MIT-LongTerm_00,128,MIT-LongTerm
746951,MIT-LongTerm_00,128,MIT-LongTerm
747046,MIT-LongTerm_00,128,MIT-LongTerm
747141,MIT-LongTerm_00,128,MIT-LongTerm
747237,MIT-LongTerm_00,128,MIT-LongTerm
747336,MIT-LongTerm_00,128,MIT-LongTerm
747439,MIT-LongTerm_00,128,MIT-LongTerm
747538,MIT-LongTerm_00,128,MIT-LongTerm
747635,MIT-LongTerm_00,128,MIT-LongTerm
747734,MIT-LongTerm_00,128,MIT-LongTerm
747836,MIT-LongTerm_00,128,MIT-LongTerm
747939,MIT-LongTerm_00,128,MIT-LongTerm
748035,MIT-LongTerm_00,128,MIT-LongTerm
748132,MIT-LongTerm_00,128,MIT-LongTerm
748229,MIT-LongTerm_00,128,MIT-LongTerm
748329,MIT-LongTerm_00,128,MIT-LongTerm
748426,MIT-LongTerm_00,128,MIT-LongTerm
748617,MIT-LongTerm_00,128,MIT-LongTerm
748812,MIT-LongTerm_00,128,MIT-LongTerm
748903,MIT-LongTerm_00,128,MIT-LongTerm
749096,MIT-LongTerm_00,128,MIT-LongTerm
749188,MIT-LongTerm_00,128,MIT-LongTerm
749384,MIT-LongTerm_00,128,MIT-LongTerm
749574,MIT-LongTerm_00,128,MIT-LongTerm
749855,MIT-LongTerm_00,128,MIT-LongTerm
749944,MIT-LongTerm_00,128,MIT-LongTerm
750142,MIT-LongTerm_00,128,MIT-LongTerm
750518,MIT-LongTerm_00,128,MIT-LongTerm
750610,MIT-LongTerm_00,128,MIT-LongTerm
750716,MIT-LongTerm_00,128,MIT-LongTerm
750911,MIT-LongTerm_00,128,MIT-LongTerm
751006,MIT-LongTerm_00,128,MIT-LongTerm
751110,MIT-LongTerm_00,128,MIT-LongTerm
751317,MIT-LongTerm_00,128,MIT-LongTerm
751694,MIT-LongTerm_00,128,MIT-LongTerm
751786,MIT-LongTerm_00,128,MIT-LongTerm
751973,MIT-LongTerm_00,128,MIT-LongTerm
752341,MIT-LongTerm_00,128,MIT-LongTerm
752427,MIT-LongTerm_00,128,MIT-LongTerm
752609,MIT-LongTerm_00,128,MIT-LongTerm
752789,MIT-LongTerm_00,128,MIT-LongTerm
752873,MIT-LongTerm_00,128,MIT-LongTerm
752963,MIT-LongTerm_00,128,MIT-LongTerm
753056,MIT-LongTerm_00,128,MIT-LongTerm
753153,MIT-LongTerm_00,128,MIT-LongTerm
753248,MIT-LongTerm_00,128,MIT-LongTerm
753342,MIT-LongTerm_00,128,MIT-LongTerm
753440,MIT-LongTerm_00,128,MIT-LongTerm
753542,MIT-LongTerm_00,128,MIT-LongTerm
753646,MIT-LongTerm_00,128,MIT-LongTerm
753744,MIT-LongTerm_00,128,MIT-LongTerm
753844,MIT-LongTerm_00,128,MIT-LongTerm
753945,MIT-LongTerm_00,128,MIT-LongTerm
754044,MIT-LongTerm_00,128,MIT-LongTerm
754143,MIT-LongTerm_00,128,MIT-LongTerm
754237,MIT-LongTerm_00,128,MIT-LongTerm
754334,MIT-LongTerm_00,128,MIT-LongTerm
754431,MIT-LongTerm_00,128,MIT-LongTerm
754530,MIT-LongTerm_00,128,MIT-LongTerm
754626,MIT-LongTerm_00,128,MIT-LongTerm
754720,MIT-LongTerm_00,128,MIT-LongTerm
754819,MIT-LongTerm_00,128,MIT-LongTerm
754917,MIT-LongTerm_00,128,MIT-LongTerm
755020,MIT-LongTerm_00,128,MIT-LongTerm
755116,MIT-LongTerm_00,128,MIT-LongTerm
755214,MIT-LongTerm_00,128,MIT-LongTerm
755312,MIT-LongTerm_00,128,MIT-LongTerm
755415,MIT-LongTerm_00,128,MIT-LongTerm
755504,MIT-LongTerm_00,128,MIT-LongTerm
755595,MIT-LongTerm_00,128,MIT-LongTerm
755789,MIT-LongTerm_00,128,MIT-LongTerm
755975,MIT-LongTerm_00,128,MIT-LongTerm
756064,MIT-LongTerm_00,128,MIT-LongTerm
756155,MIT-LongTerm_00,128,MIT-LongTerm
756247,MIT-LongTerm_00,128,MIT-LongTerm
756340,MIT-LongTerm_00,128,MIT-LongTerm
756432,MIT-LongTerm_00,128,MIT-LongTerm
756525,MIT-LongTerm_00,128,MIT-LongTerm
756623,MIT-LongTerm_00,128,MIT-LongTerm
756730,MIT-LongTerm_00,128,MIT-LongTerm
756831,MIT-LongTerm_00,128,MIT-LongTerm
756935,MIT-LongTerm_00,128,MIT-LongTerm
757047,MIT-LongTerm_00,128,MIT-LongTerm
757162,MIT-LongTerm_00,128,MIT-LongTerm
757274,MIT-LongTerm_00,128,MIT-LongTerm
757381,MIT-LongTerm_00,128,MIT-LongTerm
757495,MIT-LongTerm_00,128,MIT-LongTerm
757610,MIT-LongTerm_00,128,MIT-LongTerm
757720,MIT-LongTerm_00,128,MIT-LongTerm
757823,MIT-LongTerm_00,128,MIT-LongTerm
757927,MIT-LongTerm_00,128,MIT-LongTerm
758032,MIT-LongTerm_00,128,MIT-LongTerm
758138,MIT-LongTerm_00,128,MIT-LongTerm
758239,MIT-LongTerm_00,128,MIT-LongTerm
758338,MIT-LongTerm_00,128,MIT-LongTerm
758438,MIT-LongTerm_00,128,MIT-LongTerm
758542,MIT-LongTerm_00,128,MIT-LongTerm
758642,MIT-LongTerm_00,128,MIT-LongTerm
758739,MIT-LongTerm_00,128,MIT-LongTerm
758837,MIT-LongTerm_00,128,MIT-LongTerm
758940,MIT-LongTerm_00,128,MIT-LongTerm
759044,MIT-LongTerm_00,128,MIT-LongTerm
759141,MIT-LongTerm_00,128,MIT-LongTerm
759238,MIT-LongTerm_00,128,MIT-LongTerm
759335,MIT-LongTerm_00,128,MIT-LongTerm
759439,MIT-LongTerm_00,128,MIT-LongTerm
759537,MIT-LongTerm_00,128,MIT-LongTerm
759634,MIT-LongTerm_00,128,MIT-LongTerm
759730,MIT-LongTerm_00,128,MIT-LongTerm
759833,MIT-LongTerm_00,128,MIT-LongTerm
759930,MIT-LongTerm_00,128,MIT-LongTerm
760028,MIT-LongTerm_00,128,MIT-LongTerm
760123,MIT-LongTerm_00,128,MIT-LongTerm
760216,MIT-LongTerm_00,128,MIT-LongTerm
760316,MIT-LongTerm_00,128,MIT-LongTerm
760416,MIT-LongTerm_00,128,MIT-LongTerm
760516,MIT-LongTerm_00,128,MIT-LongTerm
760610,MIT-LongTerm_00,128,MIT-LongTerm
760705,MIT-LongTerm_00,128,MIT-LongTerm
760802,MIT-LongTerm_00,128,MIT-LongTerm
760902,MIT-LongTerm_00,128,MIT-LongTerm
761002,MIT-LongTerm_00,128,MIT-LongTerm
761099,MIT-LongTerm_00,128,MIT-LongTerm
761192,MIT-LongTerm_00,128,MIT-LongTerm
761291,MIT-LongTerm_00,128,MIT-LongTerm
761389,MIT-LongTerm_00,128,MIT-LongTerm
761488,MIT-LongTerm_00,128,MIT-LongTerm
761583,MIT-LongTerm_00,128,MIT-LongTerm
761680,MIT-LongTerm_00,128,MIT-LongTerm
761778,MIT-LongTerm_00,128,MIT-LongTerm
761881,MIT-LongTerm_00,128,MIT-LongTerm
761979,MIT-LongTerm_00,128,MIT-LongTerm
762073,MIT-LongTerm_00,128,MIT-LongTerm
762169,MIT-LongTerm_00,128,MIT-LongTerm
762268,MIT-LongTerm_00,128,MIT-LongTerm
762368,MIT-LongTerm_00,128,MIT-LongTerm
762464,MIT-LongTerm_00,128,MIT-LongTerm
762558,MIT-LongTerm_00,128,MIT-LongTerm
762649,MIT-LongTerm_00,128,MIT-LongTerm
762744,MIT-LongTerm_00,128,MIT-LongTerm
762842,MIT-LongTerm_00,128,MIT-LongTerm
762937,MIT-LongTerm_00,128,MIT-LongTerm
763030,MIT-LongTerm_00,128,MIT-LongTerm
763125,MIT-LongTerm_00,128,MIT-LongTerm
763223,MIT-LongTerm_00,128,MIT-LongTerm
763321,MIT-LongTerm_00,128,MIT-LongTerm
763416,MIT-LongTerm_00,128,MIT-LongTerm
763512,MIT-LongTerm_00,128,MIT-LongTerm
763608,MIT-LongTerm_00,128,MIT-LongTerm
763706,MIT-LongTerm_00,128,MIT-LongTerm
763899,MIT-LongTerm_00,128,MIT-LongTerm
764078,MIT-LongTerm_00,128,MIT-LongTerm
764165,MIT-LongTerm_00,128,MIT-LongTerm
764339,MIT-LongTerm_00,128,MIT-LongTerm
764422,MIT-LongTerm_00,128,MIT-LongTerm
764604,MIT-LongTerm_00,128,MIT-LongTerm
764692,MIT-LongTerm_00,128,MIT-LongTerm
764882,MIT-LongTerm_00,128,MIT-LongTerm
765071,MIT-LongTerm_00,128,MIT-LongTerm
765160,MIT-LongTerm_00,128,MIT-LongTerm
765357,MIT-LongTerm_00,128,MIT-LongTerm
765553,MIT-LongTerm_00,128,MIT-LongTerm
765740,MIT-LongTerm_00,128,MIT-LongTerm
765835,MIT-LongTerm_00,128,MIT-LongTerm
765937,MIT-LongTerm_00,128,MIT-LongTerm
766036,MIT-LongTerm_00,128,MIT-LongTerm
766136,MIT-LongTerm_00,128,MIT-LongTerm
766234,MIT-LongTerm_00,128,MIT-LongTerm
766338,MIT-LongTerm_00,128,MIT-LongTerm
766446,MIT-LongTerm_00,128,MIT-LongTerm
766551,MIT-LongTerm_00,128,MIT-LongTerm
766650,MIT-LongTerm_00,128,MIT-LongTerm
766757,MIT-LongTerm_00,128,MIT-LongTerm
766865,MIT-LongTerm_00,128,MIT-LongTerm
766966,MIT-LongTerm_00,128,MIT-LongTerm
767066,MIT-LongTerm_00,128,MIT-LongTerm
767166,MIT-LongTerm_00,128,MIT-LongTerm
767366,MIT-LongTerm_00,128,MIT-LongTerm
767557,MIT-LongTerm_00,128,MIT-LongTerm
767653,MIT-LongTerm_00,128,MIT-LongTerm
767750,MIT-LongTerm_00,128,MIT-LongTerm
767844,MIT-LongTerm_00,128,MIT-LongTerm
767942,MIT-LongTerm_00,128,MIT-LongTerm
768036,MIT-LongTerm_00,128,MIT-LongTerm
768133,MIT-LongTerm_00,128,MIT-LongTerm
768231,MIT-LongTerm_00,128,MIT-LongTerm
768329,MIT-LongTerm_00,128,MIT-LongTerm
768426,MIT-LongTerm_00,128,MIT-LongTerm
768520,MIT-LongTerm_00,128,MIT-LongTerm
768621,MIT-LongTerm_00,128,MIT-LongTerm
768720,MIT-LongTerm_00,128,MIT-LongTerm
768821,MIT-LongTerm_00,128,MIT-LongTerm
768915,MIT-LongTerm_00,128,MIT-LongTerm
769012,MIT-LongTerm_00,128,MIT-LongTerm
769113,MIT-LongTerm_00,128,MIT-LongTerm
769215,MIT-LongTerm_00,128,MIT-LongTerm
769315,MIT-LongTerm_00,128,MIT-LongTerm
769412,MIT-LongTerm_00,128,MIT-LongTerm
769509,MIT-LongTerm_00,128,MIT-LongTerm
769703,MIT-LongTerm_00,128,MIT-LongTerm
769891,MIT-LongTerm_00,128,MIT-LongTerm
769979,MIT-LongTerm_00,128,MIT-LongTerm
770069,MIT-LongTerm_00,128,MIT-LongTerm
770163,MIT-LongTerm_00,128,MIT-LongTerm
770255,MIT-LongTerm_00,128,MIT-LongTerm
770348,MIT-LongTerm_00,128,MIT-LongTerm
770439,MIT-LongTerm_00,128,MIT-LongTerm
770535,MIT-LongTerm_00,128,MIT-LongTerm
770633,MIT-LongTerm_00,128,MIT-LongTerm
770733,MIT-LongTerm_00,128,MIT-LongTerm
770829,MIT-LongTerm_00,128,MIT-LongTerm
770925,MIT-LongTerm_00,128,MIT-LongTerm
771025,MIT-LongTerm_00,128,MIT-LongTerm
771223,MIT-LongTerm_00,128,MIT-LongTerm
771410,MIT-LongTerm_00,128,MIT-LongTerm
771501,MIT-LongTerm_00,128,MIT-LongTerm
771596,MIT-LongTerm_00,128,MIT-LongTerm
771690,MIT-LongTerm_00,128,MIT-LongTerm
771781,MIT-LongTerm_00,128,MIT-LongTerm
771875,MIT-LongTerm_00,128,MIT-LongTerm
771972,MIT-LongTerm_00,128,MIT-LongTerm
772070,MIT-LongTerm_00,128,MIT-LongTerm
772165,MIT-LongTerm_00,128,MIT-LongTerm
772261,MIT-LongTerm_00,128,MIT-LongTerm
772359,MIT-LongTerm_00,128,MIT-LongTerm
772555,MIT-LongTerm_00,128,MIT-LongTerm
772741,MIT-LongTerm_00,128,MIT-LongTerm
772831,MIT-LongTerm_00,128,MIT-LongTerm
772922,MIT-LongTerm_00,128,MIT-LongTerm
773010,MIT-LongTerm_00,128,MIT-LongTerm
773099,MIT-LongTerm_00,128,MIT-LongTerm
773195,MIT-LongTerm_00,128,MIT-LongTerm
773296,MIT-LongTerm_00,128,MIT-LongTerm
773403,MIT-LongTerm_00,128,MIT-LongTerm
773508,MIT-LongTerm_00,128,MIT-LongTerm
773616,MIT-LongTerm_00,128,MIT-LongTerm
773733,MIT-LongTerm_00,128,MIT-LongTerm
773849,MIT-LongTerm_00,128,MIT-LongTerm
773958,MIT-LongTerm_00,128,MIT-LongTerm
774064,MIT-LongTerm_00,128,MIT-LongTerm
774176,MIT-LongTerm_00,128,MIT-LongTerm
774286,MIT-LongTerm_00,128,MIT-LongTerm
774390,MIT-LongTerm_00,128,MIT-LongTerm
774492,MIT-LongTerm_00,128,MIT-LongTerm
